8/4N3/8/6B1/P7/3P1PP1/1PP1P2P/R2QK1NR w KQkq - 0 1
8/4N3/1B6/8/P7/3P1PP1/1PP1P2P/R2QK1NR w KQkq - 0 1
8/4N3/8/2B5/P7/3P1PP1/1PP1P2P/R2QK1NR w KQkq - 0 1
8/4N3/8/8/P7/3P1PP1/1PP1PB1P/R2QK1NR w KQkq - 0 1
8/8/2N5/8/P7/3PBPP1/1PP1P2P/R2QK1NR w KQkq - 0 1
8/8/8/3N4/P7/3PBPP1/1PP1P2P/R2QK1NR w KQkq - 0 1
8/8/6N1/8/P7/3PBPP1/1PP1P2P/R2QK1NR w KQkq - 0 1
8/8/8/5N2/P7/3PBPP1/1PP1P2P/R2QK1NR w KQkq - 0 1
8/4N3/8/8/P4P2/3PB1P1/1PP1P2P/R2QK1NR w KQkq - 0 1
8/4N3/8/8/P7/3PBPPN/1PP1P2P/R2QK2R w KQkq - 0 1
8/4N3/8/8/P5P1/3PBP2/1PP1P2P/R2QK1NR w KQkq - 0 1
8/4N3/8/8/P7/3PBPPP/1PP1P3/R2QK1NR w KQkq - 0 1
8/4N3/8/8/P6P/3PBPP1/1PP1P3/R2QK1NR w KQkq - 0 1
8/4N3/8/8/P4B2/3P1PP1/RPP1P2P/3QK1NR w Kkq - 0 1
8/4N3/8/8/P4B2/R2P1PP1/1PP1P2P/3QK1NR w Kkq - 0 1
8/4N3/8/8/P4B2/3P1PP1/1PP1P2P/1R1QK1NR w Kkq - 0 1
8/4N3/8/8/P4B2/3P1PP1/1PP1P2P/2RQK1NR w Kkq - 0 1
8/4N3/8/8/P4B2/1P1P1PP1/2P1P2P/R2QK1NR w KQkq - 0 1
8/4N3/8/8/P4B2/2PP1PP1/1P2P2P/R2QK1NR w KQkq - 0 1
8/4N3/8/8/P1P2B2/3P1PP1/1P2P2P/R2QK1NR w KQkq - 0 1
8/4N3/8/8/P4B2/3P1PP1/1PPQP2P/R3K1NR w KQkq - 0 1
8/4N3/8/8/P4B2/3P1PP1/1PP1P2P/RQ2K1NR w KQkq - 0 1
8/4N3/8/8/P4B2/3P1PP1/1PP1P2P/R1Q1K1NR w KQkq - 0 1
8/4N3/8/8/P4B2/3P1PP1/1PP1P2P/R2Q1KNR w kq - 0 1
8/4N3/8/8/P4B2/3P1PP1/1PP1PK1P/R2Q2NR w kq - 0 1
8/4N3/8/8/P4B2/3P1PP1/1PPKP2P/R2Q2NR w kq - 0 1
8/4N3/8/8/P4B2/3PPPP1/1PP4P/R2QK1NR w KQkq - 0 1
8/4N3/8/8/P3PB2/3P1PP1/1PP4P/R2QK1NR w KQkq - 0 1
8/8/2N5/8/P4B2/3P1PP1/1PP1P2P/R2QK1NR w KQkq - 0 1
8/8/8/3N4/P4B2/3P1PP1/1PP1P2P/R2QK1NR w KQkq - 0 1
8/8/6N1/8/P4B2/3P1PP1/1PP1P2P/R2QK1NR w KQkq - 0 1
8/8/8/5N2/P4B2/3P1PP1/1PP1P2P/R2QK1NR w KQkq - 0 1
1B6/4N3/8/8/P7/3P1PP1/1PP1P2P/R2QK1NR w KQkq - 0 1
8/4N3/3B4/8/P7/3P1PP1/1PP1P2P/R2QK1NR w KQkq - 0 1
8/4N3/8/4B3/P7/3P1PP1/1PP1P2P/R2QK1NR w KQkq - 0 1
8/4N3/8/8/P4B2/3P1PPN/1PP1P2P/R2QK2R w KQkq - 0 1
8/4N3/8/8/P4BP1/3P1P2/1PP1P2P/R2QK1NR w KQkq - 0 1
8/4N3/8/8/P4B2/3P1PPP/1PP1P3/R2QK1NR w KQkq - 0 1
8/4N3/8/8/P4B1P/3P1PP1/1PP1P3/R2QK1NR w KQkq - 0 1
8/4N3/8/6B1/P7/3P1PP1/1PP1P2P/R2QK1NR w KQkq - 0 1
8/4N3/8/6B1/P7/3P1PP1/RPP1P2P/3QK1NR w Kkq - 0 1
8/4N3/8/6B1/P7/R2P1PP1/1PP1P2P/3QK1NR w Kkq - 0 1
8/4N3/8/6B1/P7/3P1PP1/1PP1P2P/1R1QK1NR w Kkq - 0 1
8/4N3/8/6B1/P7/3P1PP1/1PP1P2P/2RQK1NR w Kkq - 0 1
8/4N3/8/6B1/P7/1P1P1PP1/2P1P2P/R2QK1NR w KQkq - 0 1
8/4N3/8/6B1/P7/2PP1PP1/1P2P2P/R2QK1NR w KQkq - 0 1
8/4N3/8/6B1/P1P5/3P1PP1/1P2P2P/R2QK1NR w KQkq - 0 1
8/4N3/8/6B1/P7/3P1PP1/1PPQP2P/R3K1NR w KQkq - 0 1
8/4N3/8/6B1/P7/3P1PP1/1PP1P2P/RQ2K1NR w KQkq - 0 1
8/4N3/8/6B1/P7/3P1PP1/1PP1P2P/R1Q1K1NR w KQkq - 0 1
8/4N3/8/6B1/P7/3P1PP1/1PP1P2P/R2Q1KNR w kq - 0 1
8/4N3/8/6B1/P7/3P1PP1/1PP1PK1P/R2Q2NR w kq - 0 1
8/4N3/8/6B1/P7/3P1PP1/1PPKP2P/R2Q2NR w kq - 0 1
8/4N3/8/6B1/P7/3PPPP1/1PP4P/R2QK1NR w KQkq - 0 1
8/4N3/8/6B1/P3P3/3P1PP1/1PP4P/R2QK1NR w KQkq - 0 1
8/8/2N5/6B1/P7/3P1PP1/1PP1P2P/R2QK1NR w KQkq - 0 1
8/8/8/3N2B1/P7/3P1PP1/1PP1P2P/R2QK1NR w KQkq - 0 1
8/8/6N1/6B1/P7/3P1PP1/1PP1P2P/R2QK1NR w KQkq - 0 1
8/8/8/5NB1/P7/3P1PP1/1PP1P2P/R2QK1NR w KQkq - 0 1
8/4N3/8/6B1/P4P2/3P2P1/1PP1P2P/R2QK1NR w KQkq - 0 1
8/4N3/8/6B1/P7/3P1PPN/1PP1P2P/R2QK2R w KQkq - 0 1
8/4N3/8/6B1/P5P1/3P1P2/1PP1P2P/R2QK1NR w KQkq - 0 1
8/4N3/8/8/P7/3P1PP1/1PP1P2P/R1BQK1NR w KQkq - 0 1
8/4N3/8/8/P7/3P1PP1/1PPBP2P/R2QK1NR w KQkq - 0 1
8/4N3/8/8/P7/3PBPP1/1PP1P2P/R2QK1NR w KQkq - 0 1
8/4N3/8/8/P4B2/3P1PP1/1PP1P2P/R2QK1NR w KQkq - 0 1
8/4N3/5B2/8/P7/3P1PP1/1PP1P2P/R2QK1NR w KQkq - 0 1
8/4N3/8/8/P6B/3P1PP1/1PP1P2P/R2QK1NR w KQkq - 0 1
8/4N3/8/6B1/P7/3P1PPP/1PP1P3/R2QK1NR w KQkq - 0 1
8/4N3/8/6B1/P6P/3P1PP1/1PP1P3/R2QK1NR w KQkq - 0 1
8/4N3/8/8/P7/3P1PP1/RPPQP2P/2B1K1NR w Kkq - 0 1
8/4N3/8/8/P7/R2P1PP1/1PPQP2P/2B1K1NR w Kkq - 0 1
8/4N3/8/8/P7/3P1PP1/1PPQP2P/1RB1K1NR w Kkq - 0 1
8/4N3/8/8/P7/1P1P1PP1/2PQP2P/R1B1K1NR w KQkq - 0 1
8/4N3/8/8/P7/2PP1PP1/1P1QP2P/R1B1K1NR w KQkq - 0 1
8/4N3/8/8/P1P5/3P1PP1/1P1QP2P/R1B1K1NR w KQkq - 0 1
8/4N3/8/8/P7/3PQPP1/1PP1P2P/R1B1K1NR w KQkq - 0 1
8/4N3/8/8/P4Q2/3P1PP1/1PP1P2P/R1B1K1NR w KQkq - 0 1
8/4N3/8/6Q1/P7/3P1PP1/1PP1P2P/R1B1K1NR w KQkq - 0 1
8/4N3/8/Q7/P7/3P1PP1/1PP1P2P/R1B1K1NR w KQkq - 0 1
8/4N3/8/8/P7/2QP1PP1/1PP1P2P/R1B1K1NR w KQkq - 0 1
8/4N3/8/8/P7/3P1PP1/1PPQP2P/R1BK2NR w kq - 0 1
8/4N3/8/8/P7/3P1PP1/1PPQP2P/R1B2KNR w kq - 0 1
8/4N3/8/8/P7/3P1PP1/1PPQPK1P/R1B3NR w kq - 0 1
8/4N3/8/8/P7/3PPPP1/1PPQ3P/R1B1K1NR w KQkq - 0 1
8/4N3/8/8/P3P3/3P1PP1/1PPQ3P/R1B1K1NR w KQkq - 0 1
8/8/2N5/8/P7/3P1PP1/1PPQP2P/R1B1K1NR w KQkq - 0 1
8/8/8/3N4/P7/3P1PP1/1PPQP2P/R1B1K1NR w KQkq - 0 1
8/8/6N1/8/P7/3P1PP1/1PPQP2P/R1B1K1NR w KQkq - 0 1
8/8/8/5N2/P7/3P1PP1/1PPQP2P/R1B1K1NR w KQkq - 0 1
8/4N3/8/8/P4P2/3P2P1/1PPQP2P/R1B1K1NR w KQkq - 0 1
8/4N3/8/8/P7/3P1PPN/1PPQP2P/R1B1K2R w KQkq - 0 1
8/4N3/8/8/P5P1/3P1P2/1PPQP2P/R1B1K1NR w KQkq - 0 1
8/4N3/8/8/P7/3P1PPP/1PPQP3/R1B1K1NR w KQkq - 0 1
8/4N3/8/8/P6P/3P1PP1/1PPQP3/R1B1K1NR w KQkq - 0 1
8/4N3/8/8/P7/3P1PP1/RPP1P2P/2BQ1KNR w kq - 0 1
8/4N3/8/8/P7/R2P1PP1/1PP1P2P/2BQ1KNR w kq - 0 1
8/4N3/8/8/P7/3P1PP1/1PP1P2P/1RBQ1KNR w kq - 0 1
8/4N3/8/8/P7/1P1P1PP1/2P1P2P/R1BQ1KNR w kq - 0 1
8/4N3/8/8/P7/2PP1PP1/1P2P2P/R1BQ1KNR w kq - 0 1
8/4N3/8/8/P1P5/3P1PP1/1P2P2P/R1BQ1KNR w kq - 0 1
8/4N3/8/8/P7/3P1PP1/1PP1P2P/R1B1QKNR w kq - 0 1
8/4N3/8/8/P7/3PPPP1/1PP4P/R1BQ1KNR w kq - 0 1
8/4N3/8/8/P3P3/3P1PP1/1PP4P/R1BQ1KNR w kq - 0 1
8/8/2N5/8/P7/3P1PP1/1PP1P2P/R1BQ1KNR w kq - 0 1
8/8/8/3N4/P7/3P1PP1/1PP1P2P/R1BQ1KNR w kq - 0 1
8/8/6N1/8/P7/3P1PP1/1PP1P2P/R1BQ1KNR w kq - 0 1
8/8/8/5N2/P7/3P1PP1/1PP1P2P/R1BQ1KNR w kq - 0 1
8/4N3/8/8/P7/3P1PP1/1PP1P2P/R1BQK1NR w kq - 0 1
8/4N3/8/8/P4P2/3P2P1/1PP1P2P/R1BQ1KNR w kq - 0 1
8/4N3/8/8/P7/3P1PPN/1PP1P2P/R1BQ1K1R w kq - 0 1
8/4N3/8/8/P5P1/3P1P2/1PP1P2P/R1BQ1KNR w kq - 0 1
8/4N3/8/8/P7/3P1PPP/1PP1P3/R1BQ1KNR w kq - 0 1
8/4N3/8/8/P6P/3P1PP1/1PP1P3/R1BQ1KNR w kq - 0 1
8/4N3/8/8/P7/3P1PP1/1PP1PK1P/R1BQ2NR w kq - 0 1
8/4N3/8/8/P7/3P1PP1/RPP1PK1P/2BQ2NR w kq - 0 1
8/4N3/8/8/P7/R2P1PP1/1PP1PK1P/2BQ2NR w kq - 0 1
8/4N3/8/8/P7/3P1PP1/1PP1PK1P/1RBQ2NR w kq - 0 1
8/4N3/8/8/P7/1P1P1PP1/2P1PK1P/R1BQ2NR w kq - 0 1
8/4N3/8/8/P7/2PP1PP1/1P2PK1P/R1BQ2NR w kq - 0 1
8/4N3/8/8/P1P5/3P1PP1/1P2PK1P/R1BQ2NR w kq - 0 1
8/4N3/8/8/P7/3P1PP1/1PP1PK1P/R1B1Q1NR w kq - 0 1
8/4N3/8/8/P7/3P1PP1/1PP1PK1P/R1B2QNR w kq - 0 1
8/4N3/8/8/P7/3PPPP1/1PP2K1P/R1BQ2NR w kq - 0 1
8/4N3/8/8/P3P3/3P1PP1/1PP2K1P/R1BQ2NR w kq - 0 1
8/8/2N5/8/P7/3P1PP1/1PP1PK1P/R1BQ2NR w kq - 0 1
8/8/8/3N4/P7/3P1PP1/1PP1PK1P/R1BQ2NR w kq - 0 1
8/8/6N1/8/P7/3P1PP1/1PP1PK1P/R1BQ2NR w kq - 0 1
8/8/8/5N2/P7/3P1PP1/1PP1PK1P/R1BQ2NR w kq - 0 1
8/4N3/8/8/P7/3P1PP1/1PP1P2P/R1BQ1KNR w kq - 0 1
8/4N3/8/8/P7/3PKPP1/1PP1P2P/R1BQ2NR w kq - 0 1
8/4N3/8/8/P4P2/3P2P1/1PP1PK1P/R1BQ2NR w kq - 0 1
8/4N3/8/8/P7/3P1PPN/1PP1PK1P/R1BQ3R w kq - 0 1
8/4N3/8/8/P5P1/3P1P2/1PP1PK1P/R1BQ2NR w kq - 0 1
8/4N3/8/8/P7/3P1PPP/1PP1PK2/R1BQ2NR w kq - 0 1
8/4N3/8/8/P6P/3P1PP1/1PP1PK2/R1BQ2NR w kq - 0 1
8/4N3/8/8/P7/3P1PP1/RPPKP2P/2BQ2NR w kq - 0 1
8/4N3/8/8/P7/R2P1PP1/1PPKP2P/2BQ2NR w kq - 0 1
8/4N3/8/8/P7/3P1PP1/1PPKP2P/1RBQ2NR w kq - 0 1
8/4N3/8/8/P7/1P1P1PP1/2PKP2P/R1BQ2NR w kq - 0 1
8/4N3/8/8/P7/2PP1PP1/1P1KP2P/R1BQ2NR w kq - 0 1
8/4N3/8/8/P1P5/3P1PP1/1P1KP2P/R1BQ2NR w kq - 0 1
8/4N3/8/8/P7/3P1PP1/1PPKP2P/R1B1Q1NR w kq - 0 1
8/4N3/8/8/P7/3P1PP1/1PPKP2P/R1B2QNR w kq - 0 1
8/4N3/8/8/P7/2KP1PP1/1PP1P2P/R1BQ2NR w kq - 0 1
8/4N3/8/8/P7/3P1PP1/1PP1P2P/R1BQK1NR w kq - 0 1
8/4N3/8/8/P7/3PPPP1/1PPK3P/R1BQ2NR w kq - 0 1
8/4N3/8/8/P3P3/3P1PP1/1PPK3P/R1BQ2NR w kq - 0 1
8/8/2N5/8/P7/3P1PP1/1PPKP2P/R1BQ2NR w kq - 0 1
8/8/8/3N4/P7/3P1PP1/1PPKP2P/R1BQ2NR w kq - 0 1
8/8/6N1/8/P7/3P1PP1/1PPKP2P/R1BQ2NR w kq - 0 1
8/8/8/5N2/P7/3P1PP1/1PPKP2P/R1BQ2NR w kq - 0 1
8/4N3/8/8/P4P2/3P2P1/1PPKP2P/R1BQ2NR w kq - 0 1
8/4N3/8/8/P7/3P1PPN/1PPKP2P/R1BQ3R w kq - 0 1
8/4N3/8/8/P5P1/3P1P2/1PPKP2P/R1BQ2NR w kq - 0 1
8/4N3/8/8/P7/3P1PPP/1PPKP3/R1BQ2NR w kq - 0 1
8/4N3/8/8/P6P/3P1PP1/1PPKP3/R1BQ2NR w kq - 0 1
8/4N3/8/8/P7/3PPPP1/RPP4P/2BQK1NR w Kkq - 0 1
8/4N3/8/8/P7/R2PPPP1/1PP4P/2BQK1NR w Kkq - 0 1
8/4N3/8/8/P7/3PPPP1/1PP4P/1RBQK1NR w Kkq - 0 1
8/4N3/8/8/P7/1P1PPPP1/2P4P/R1BQK1NR w KQkq - 0 1
8/4N3/8/8/P7/2PPPPP1/1P5P/R1BQK1NR w KQkq - 0 1
8/4N3/8/8/P1P5/3PPPP1/1P5P/R1BQK1NR w KQkq - 0 1
8/4N3/8/8/P7/3PPPP1/1PP1Q2P/R1B1K1NR w KQkq - 0 1
8/4N3/8/8/P7/3PPPP1/1PP1K2P/R1BQ2NR w kq - 0 1
8/4N3/8/8/P3P3/3P1PP1/1PP4P/R1BQK1NR w KQkq - 0 1
8/8/2N5/8/P7/3PPPP1/1PP4P/R1BQK1NR w KQkq - 0 1
8/8/8/3N4/P7/3PPPP1/1PP4P/R1BQK1NR w KQkq - 0 1
8/8/6N1/8/P7/3PPPP1/1PP4P/R1BQK1NR w KQkq - 0 1
8/8/8/5N2/P7/3PPPP1/1PP4P/R1BQK1NR w KQkq - 0 1
8/4N3/8/8/P4P2/3PP1P1/1PP4P/R1BQK1NR w KQkq - 0 1
8/4N3/8/8/P7/3PPPP1/1PP1N2P/R1BQK2R w KQkq - 0 1
8/4N3/8/8/P7/3PPPPN/1PP4P/R1BQK2R w KQkq - 0 1
8/4N3/8/8/P5P1/3PPP2/1PP4P/R1BQK1NR w KQkq - 0 1
8/4N3/8/8/P7/3PPPPP/1PP5/R1BQK1NR w KQkq - 0 1
8/4N3/8/8/P6P/3PPPP1/1PP5/R1BQK1NR w KQkq - 0 1
8/4N3/8/8/P3P3/3P1PP1/RPP4P/2BQK1NR w Kkq - 0 1
8/4N3/8/8/P3P3/R2P1PP1/1PP4P/2BQK1NR w Kkq - 0 1
8/4N3/8/8/P3P3/3P1PP1/1PP4P/1RBQK1NR w Kkq - 0 1
8/4N3/8/P7/4P3/3P1PP1/1PP4P/R1BQK1NR w KQkq - 0 1
8/4N3/8/8/P3P3/1P1P1PP1/2P4P/R1BQK1NR w KQkq - 0 1
8/4N3/8/8/P3P3/3P1PP1/1PPB3P/R2QK1NR w KQkq - 0 1
8/4N3/8/8/P3P3/3PBPP1/1PP4P/R2QK1NR w KQkq - 0 1
8/4N3/8/8/P3PB2/3P1PP1/1PP4P/R2QK1NR w KQkq - 0 1
8/4N3/8/6B1/P3P3/3P1PP1/1PP4P/R2QK1NR w KQkq - 0 1
8/4N3/8/8/P3P3/2PP1PP1/1P5P/R1BQK1NR w KQkq - 0 1
8/4N3/8/8/P1P1P3/3P1PP1/1P5P/R1BQK1NR w KQkq - 0 1
8/4N3/8/8/P3P3/3P1PP1/1PPQ3P/R1B1K1NR w KQkq - 0 1
8/4N3/8/8/P3P3/3P1PP1/1PP1Q2P/R1B1K1NR w KQkq - 0 1
8/4N3/8/8/P3P3/3P1PP1/1PP1K2P/R1BQ2NR w kq - 0 1
8/4N3/8/8/P3P3/3P1PP1/1PP4P/R1BQ1KNR w kq - 0 1
8/4N3/8/8/P3P3/3P1PP1/1PP2K1P/R1BQ2NR w kq - 0 1
8/4N3/8/8/P3P3/3P1PP1/1PPK3P/R1BQ2NR w kq - 0 1
8/4N3/8/4P3/P7/3P1PP1/1PP4P/R1BQK1NR w KQkq - 0 1
8/8/2N5/8/P3P3/3P1PP1/1PP4P/R1BQK1NR w KQkq - 0 1
8/8/8/3N4/P3P3/3P1PP1/1PP4P/R1BQK1NR w KQkq - 0 1
8/8/6N1/8/P3P3/3P1PP1/1PP4P/R1BQK1NR w KQkq - 0 1
8/8/8/5N2/P3P3/3P1PP1/1PP4P/R1BQK1NR w KQkq - 0 1
8/4N3/8/8/P3PP2/3P2P1/1PP4P/R1BQK1NR w KQkq - 0 1
8/4N3/8/8/P3P3/3P1PP1/1PP1N2P/R1BQK2R w KQkq - 0 1
8/4N3/8/8/P3P3/3P1PPN/1PP4P/R1BQK2R w KQkq - 0 1
8/4N3/8/8/P3P1P1/3P1P2/1PP4P/R1BQK1NR w KQkq - 0 1
8/4N3/8/8/P3P3/3P1PPP/1PP5/R1BQK1NR w KQkq - 0 1
8/4N3/8/8/P3P2P/3P1PP1/1PP5/R1BQK1NR w KQkq - 0 1
8/8/8/3N4/P7/3P1PP1/RPP1P2P/2BQK1NR w Kkq - 0 1
